NYT19981018.0084::23 NYT19981018.0084::24 1.0
NYT19981012.0400::20 NYT19981018.0089::89 1.0
NYT19981018.0089::89 NYT19981018.0089::85 1.0
NYT19981018.0089::69 NYT19981018.0089::85 1.0
NYT19981018.0089::64 NYT19981018.0089::85 1.0
NYT19981012.0400::20 NYT19981018.0089::85 1.0
NYT19981018.0089::89 NYT19981018.0089::69 1.0
NYT19981018.0089::85 NYT19981018.0089::69 1.0
NYT19981018.0089::64 NYT19981018.0089::69 1.0
NYT19981012.0400::20 NYT19981018.0089::69 1.0
NYT19981007.0302::101 NYT19981007.0302::103 1.0
NYT19981018.0091::17 NYT19981007.0302::103 1.0
NYT19981007.0302::102 NYT19981007.0302::103 1.0
NYT19981012.0400::4 NYT19981007.0302::103 1.0
NYT19981007.0302::101 NYT19981007.0302::102 1.0
NYT19981018.0091::17 NYT19981007.0302::102 1.0
NYT19981007.0302::103 NYT19981007.0302::102 1.0
NYT19981012.0400::4 NYT19981007.0302::102 1.0
NYT19981024.0043::22 NYT19981007.0302::104 1.0
NYT19981024.0043::33 NYT19981007.0302::104 1.0
NYT19981018.0084::24 NYT19981007.0302::104 1.0
NYT19981018.0084::22 NYT19981007.0302::104 1.0
NYT19981018.0089::4 NYT19981007.0302::104 1.0
NYT19981024.0043::23 NYT19981007.0302::104 1.0
NYT19981024.0043::29 NYT19981007.0302::104 1.0
NYT19981007.0302::37 NYT19981007.0302::104 1.0
NYT19981024.0043::0 NYT19981007.0302::104 1.0
NYT19981018.0091::42 NYT19981007.0302::104 1.0
NYT19981018.0089::8 NYT19981007.0302::104 1.0
NYT19981007.0302::91 NYT19981007.0302::104 1.0
NYT19981007.0302::92 NYT19981007.0302::104 1.0
NYT19981007.0302::80 NYT19981007.0302::104 1.0
NYT19981007.0302::82 NYT19981007.0302::104 1.0
NYT19981024.0043::10 NYT19981007.0302::104 1.0
NYT19981007.0302::166 NYT19981007.0302::104 1.0
NYT19981024.0043::21 NYT19981007.0302::104 1.0
NYT19981024.0043::18 NYT19981007.0302::104 1.0
NYT19981024.0043::32 NYT19981007.0302::104 1.0
NYT19981007.0302::186 NYT19981007.0302::104 1.0
NYT19981024.0043::26 NYT19981007.0302::104 1.0
NYT19981024.0043::27 NYT19981007.0302::104 1.0
NYT19981018.0089::12 NYT19981007.0302::104 1.0
NYT19981024.0043::9 NYT19981007.0302::104 1.0
NYT19981024.0043::7 NYT19981007.0302::104 1.0
NYT19981024.0043::1 NYT19981007.0302::104 1.0
NYT19981007.0302::123 NYT19981007.0302::104 1.0
NYT19981018.0091::44 NYT19981007.0302::104 1.0
NYT19981018.0065::18 NYT19981018.0065::22 1.0
NYT19981018.0079::18 NYT19981018.0065::22 1.0
NYT19981024.0043::22 NYT19981024.0043::9 1.0
NYT19981024.0043::33 NYT19981024.0043::9 1.0
NYT19981018.0084::24 NYT19981024.0043::9 1.0
NYT19981018.0084::22 NYT19981024.0043::9 1.0
NYT19981018.0089::4 NYT19981024.0043::9 1.0
NYT19981024.0043::23 NYT19981024.0043::9 1.0
NYT19981024.0043::29 NYT19981024.0043::9 1.0
NYT19981007.0302::37 NYT19981024.0043::9 1.0
NYT19981024.0043::0 NYT19981024.0043::9 1.0
NYT19981018.0091::42 NYT19981024.0043::9 1.0
NYT19981018.0089::8 NYT19981024.0043::9 1.0
NYT19981007.0302::91 NYT19981024.0043::9 1.0
NYT19981007.0302::92 NYT19981024.0043::9 1.0
NYT19981007.0302::80 NYT19981024.0043::9 1.0
NYT19981007.0302::82 NYT19981024.0043::9 1.0
NYT19981024.0043::10 NYT19981024.0043::9 1.0
NYT19981007.0302::166 NYT19981024.0043::9 1.0
NYT19981024.0043::21 NYT19981024.0043::9 1.0
NYT19981024.0043::18 NYT19981024.0043::9 1.0
NYT19981024.0043::32 NYT19981024.0043::9 1.0
NYT19981007.0302::186 NYT19981024.0043::9 1.0
NYT19981024.0043::26 NYT19981024.0043::9 1.0
NYT19981024.0043::27 NYT19981024.0043::9 1.0
NYT19981018.0089::12 NYT19981024.0043::9 1.0
NYT19981007.0302::104 NYT19981024.0043::9 1.0
NYT19981024.0043::7 NYT19981024.0043::9 1.0
NYT19981024.0043::1 NYT19981024.0043::9 1.0
NYT19981007.0302::123 NYT19981024.0043::9 1.0
NYT19981018.0091::44 NYT19981024.0043::9 1.0
NYT19981024.0043::22 NYT19981024.0043::7 1.0
NYT19981024.0043::33 NYT19981024.0043::7 1.0
NYT19981018.0084::24 NYT19981024.0043::7 1.0
NYT19981018.0084::22 NYT19981024.0043::7 1.0
NYT19981018.0089::4 NYT19981024.0043::7 1.0
NYT19981024.0043::23 NYT19981024.0043::7 1.0
NYT19981024.0043::29 NYT19981024.0043::7 1.0
NYT19981007.0302::37 NYT19981024.0043::7 1.0
NYT19981024.0043::0 NYT19981024.0043::7 1.0
NYT19981018.0091::42 NYT19981024.0043::7 1.0
NYT19981018.0089::8 NYT19981024.0043::7 1.0
NYT19981007.0302::91 NYT19981024.0043::7 1.0
NYT19981007.0302::92 NYT19981024.0043::7 1.0
NYT19981007.0302::80 NYT19981024.0043::7 1.0
NYT19981007.0302::82 NYT19981024.0043::7 1.0
NYT19981024.0043::10 NYT19981024.0043::7 1.0
NYT19981007.0302::166 NYT19981024.0043::7 1.0
NYT19981024.0043::21 NYT19981024.0043::7 1.0
NYT19981024.0043::18 NYT19981024.0043::7 1.0
NYT19981024.0043::32 NYT19981024.0043::7 1.0
NYT19981007.0302::186 NYT19981024.0043::7 1.0
NYT19981024.0043::26 NYT19981024.0043::7 1.0
NYT19981024.0043::27 NYT19981024.0043::7 1.0
NYT19981018.0089::12 NYT19981024.0043::7 1.0
NYT19981007.0302::104 NYT19981024.0043::7 1.0
NYT19981024.0043::9 NYT19981024.0043::7 1.0
NYT19981024.0043::1 NYT19981024.0043::7 1.0
NYT19981007.0302::123 NYT19981024.0043::7 1.0
NYT19981018.0091::44 NYT19981024.0043::7 1.0
NYT19981007.0302::210 NYT19981007.0302::211 1.0
NYT19981007.0302::208 NYT19981007.0302::211 1.0
NYT19981007.0302::211 NYT19981007.0302::210 1.0
NYT19981007.0302::208 NYT19981007.0302::210 1.0
NYT19981024.0043::22 NYT19981024.0043::1 1.0
NYT19981024.0043::33 NYT19981024.0043::1 1.0
NYT19981018.0084::24 NYT19981024.0043::1 1.0
NYT19981018.0084::22 NYT19981024.0043::1 1.0
NYT19981018.0089::4 NYT19981024.0043::1 1.0
NYT19981024.0043::23 NYT19981024.0043::1 1.0
NYT19981024.0043::29 NYT19981024.0043::1 1.0
NYT19981007.0302::37 NYT19981024.0043::1 1.0
NYT19981024.0043::0 NYT19981024.0043::1 1.0
NYT19981018.0091::42 NYT19981024.0043::1 1.0
NYT19981018.0089::8 NYT19981024.0043::1 1.0
NYT19981007.0302::91 NYT19981024.0043::1 1.0
NYT19981007.0302::92 NYT19981024.0043::1 1.0
NYT19981007.0302::80 NYT19981024.0043::1 1.0
NYT19981007.0302::82 NYT19981024.0043::1 1.0
NYT19981024.0043::10 NYT19981024.0043::1 1.0
NYT19981007.0302::166 NYT19981024.0043::1 1.0
NYT19981024.0043::21 NYT19981024.0043::1 1.0
NYT19981024.0043::18 NYT19981024.0043::1 1.0
NYT19981024.0043::32 NYT19981024.0043::1 1.0
NYT19981007.0302::186 NYT19981024.0043::1 1.0
NYT19981024.0043::26 NYT19981024.0043::1 1.0
NYT19981024.0043::27 NYT19981024.0043::1 1.0
NYT19981018.0089::12 NYT19981024.0043::1 1.0
NYT19981007.0302::104 NYT19981024.0043::1 1.0
NYT19981024.0043::9 NYT19981024.0043::1 1.0
NYT19981024.0043::7 NYT19981024.0043::1 1.0
NYT19981007.0302::123 NYT19981024.0043::1 1.0
NYT19981018.0091::44 NYT19981024.0043::1 1.0
NYT19981007.0302::114 NYT19981007.0302::121 1.0
NYT19981007.0302::120 NYT19981007.0302::121 1.0
NYT19981007.0302::122 NYT19981007.0302::121 1.0
NYT19981007.0302::124 NYT19981007.0302::121 1.0
NYT19981007.0302::128 NYT19981007.0302::121 1.0
NYT19981007.0302::116 NYT19981007.0302::121 1.0
NYT19981007.0302::115 NYT19981007.0302::121 1.0
NYT19981007.0302::114 NYT19981007.0302::120 1.0
NYT19981007.0302::121 NYT19981007.0302::120 1.0
NYT19981007.0302::122 NYT19981007.0302::120 1.0
NYT19981007.0302::124 NYT19981007.0302::120 1.0
NYT19981007.0302::128 NYT19981007.0302::120 1.0
NYT19981007.0302::116 NYT19981007.0302::120 1.0
NYT19981007.0302::115 NYT19981007.0302::120 1.0
NYT19981024.0043::22 NYT19981007.0302::123 1.0
NYT19981024.0043::33 NYT19981007.0302::123 1.0
NYT19981018.0084::24 NYT19981007.0302::123 1.0
NYT19981018.0084::22 NYT19981007.0302::123 1.0
NYT19981018.0089::4 NYT19981007.0302::123 1.0
NYT19981024.0043::23 NYT19981007.0302::123 1.0
NYT19981024.0043::29 NYT19981007.0302::123 1.0
NYT19981007.0302::37 NYT19981007.0302::123 1.0
NYT19981024.0043::0 NYT19981007.0302::123 1.0
NYT19981018.0091::42 NYT19981007.0302::123 1.0
NYT19981018.0089::8 NYT19981007.0302::123 1.0
NYT19981007.0302::91 NYT19981007.0302::123 1.0
NYT19981007.0302::92 NYT19981007.0302::123 1.0
NYT19981007.0302::80 NYT19981007.0302::123 1.0
NYT19981007.0302::82 NYT19981007.0302::123 1.0
NYT19981024.0043::10 NYT19981007.0302::123 1.0
NYT19981007.0302::166 NYT19981007.0302::123 1.0
NYT19981024.0043::21 NYT19981007.0302::123 1.0
NYT19981024.0043::18 NYT19981007.0302::123 1.0
NYT19981024.0043::32 NYT19981007.0302::123 1.0
NYT19981007.0302::186 NYT19981007.0302::123 1.0
NYT19981024.0043::26 NYT19981007.0302::123 1.0
NYT19981024.0043::27 NYT19981007.0302::123 1.0
NYT19981018.0089::12 NYT19981007.0302::123 1.0
NYT19981007.0302::104 NYT19981007.0302::123 1.0
NYT19981024.0043::9 NYT19981007.0302::123 1.0
NYT19981024.0043::7 NYT19981007.0302::123 1.0
NYT19981024.0043::1 NYT19981007.0302::123 1.0
NYT19981018.0091::44 NYT19981007.0302::123 1.0
NYT19981007.0302::114 NYT19981007.0302::122 1.0
NYT19981007.0302::121 NYT19981007.0302::122 1.0
NYT19981007.0302::120 NYT19981007.0302::122 1.0
NYT19981007.0302::124 NYT19981007.0302::122 1.0
NYT19981007.0302::128 NYT19981007.0302::122 1.0
NYT19981007.0302::116 NYT19981007.0302::122 1.0
NYT19981007.0302::115 NYT19981007.0302::122 1.0
NYT19981007.0302::114 NYT19981007.0302::124 1.0
NYT19981007.0302::121 NYT19981007.0302::124 1.0
NYT19981007.0302::120 NYT19981007.0302::124 1.0
NYT19981007.0302::122 NYT19981007.0302::124 1.0
NYT19981007.0302::128 NYT19981007.0302::124 1.0
NYT19981007.0302::116 NYT19981007.0302::124 1.0
NYT19981007.0302::115 NYT19981007.0302::124 1.0
NYT19981007.0302::114 NYT19981007.0302::128 1.0
NYT19981007.0302::121 NYT19981007.0302::128 1.0
NYT19981007.0302::120 NYT19981007.0302::128 1.0
NYT19981007.0302::122 NYT19981007.0302::128 1.0
NYT19981007.0302::124 NYT19981007.0302::128 1.0
NYT19981007.0302::116 NYT19981007.0302::128 1.0
NYT19981007.0302::115 NYT19981007.0302::128 1.0
NYT19981007.0302::48 NYT19981007.0302::114 1.0
NYT19981007.0302::196 NYT19981007.0302::114 1.0
NYT19981007.0302::115 NYT19981007.0302::114 1.0
NYT19981007.0302::3 NYT19981007.0302::114 1.0
NYT19981007.0302::118 NYT19981007.0302::114 1.0
NYT19981007.0302::114 NYT19981007.0302::116 1.0
NYT19981007.0302::121 NYT19981007.0302::116 1.0
NYT19981007.0302::120 NYT19981007.0302::116 1.0
NYT19981007.0302::122 NYT19981007.0302::116 1.0
NYT19981007.0302::124 NYT19981007.0302::116 1.0
NYT19981007.0302::128 NYT19981007.0302::116 1.0
NYT19981007.0302::115 NYT19981007.0302::116 1.0
NYT19981007.0302::48 NYT19981007.0302::115 1.0
NYT19981007.0302::196 NYT19981007.0302::115 1.0
NYT19981007.0302::114 NYT19981007.0302::115 1.0
NYT19981007.0302::3 NYT19981007.0302::115 1.0
NYT19981007.0302::118 NYT19981007.0302::115 1.0
NYT19981007.0302::114 NYT19981007.0302::115 1.0
NYT19981007.0302::121 NYT19981007.0302::115 1.0
NYT19981007.0302::120 NYT19981007.0302::115 1.0
NYT19981007.0302::122 NYT19981007.0302::115 1.0
NYT19981007.0302::124 NYT19981007.0302::115 1.0
NYT19981007.0302::128 NYT19981007.0302::115 1.0
NYT19981007.0302::116 NYT19981007.0302::115 1.0
NYT19981024.0043::22 NYT19981018.0091::44 1.0
NYT19981024.0043::33 NYT19981018.0091::44 1.0
NYT19981018.0084::24 NYT19981018.0091::44 1.0
NYT19981018.0084::22 NYT19981018.0091::44 1.0
NYT19981018.0089::4 NYT19981018.0091::44 1.0
NYT19981024.0043::23 NYT19981018.0091::44 1.0
NYT19981024.0043::29 NYT19981018.0091::44 1.0
NYT19981007.0302::37 NYT19981018.0091::44 1.0
NYT19981024.0043::0 NYT19981018.0091::44 1.0
NYT19981018.0091::42 NYT19981018.0091::44 1.0
NYT19981018.0089::8 NYT19981018.0091::44 1.0
NYT19981007.0302::91 NYT19981018.0091::44 1.0
NYT19981007.0302::92 NYT19981018.0091::44 1.0
NYT19981007.0302::80 NYT19981018.0091::44 1.0
NYT19981007.0302::82 NYT19981018.0091::44 1.0
NYT19981024.0043::10 NYT19981018.0091::44 1.0
NYT19981007.0302::166 NYT19981018.0091::44 1.0
NYT19981024.0043::21 NYT19981018.0091::44 1.0
NYT19981024.0043::18 NYT19981018.0091::44 1.0
NYT19981024.0043::32 NYT19981018.0091::44 1.0
NYT19981007.0302::186 NYT19981018.0091::44 1.0
NYT19981024.0043::26 NYT19981018.0091::44 1.0
NYT19981024.0043::27 NYT19981018.0091::44 1.0
NYT19981018.0089::12 NYT19981018.0091::44 1.0
NYT19981007.0302::104 NYT19981018.0091::44 1.0
NYT19981024.0043::9 NYT19981018.0091::44 1.0
NYT19981024.0043::7 NYT19981018.0091::44 1.0
NYT19981024.0043::1 NYT19981018.0091::44 1.0
NYT19981007.0302::123 NYT19981018.0091::44 1.0
NYT19981024.0043::9 NYT19981018.0091::35 1.0
NYT19981018.0091::34 NYT19981018.0091::35 1.0
NYT19981024.0043::12 NYT19981018.0091::35 1.0
NYT19981024.0043::10 NYT19981018.0091::35 1.0
NYT19981018.0089::30 NYT19981018.0091::39 1.0
NYT19981018.0091::0 NYT19981018.0091::39 1.0
NYT19981018.0089::37 NYT19981018.0091::39 1.0
NYT19981018.0089::31 NYT19981018.0091::39 1.0
NYT19981018.0091::4 NYT19981018.0091::39 1.0
NYT19981018.0091::1 NYT19981018.0091::39 1.0
NYT19981018.0091::2 NYT19981018.0091::39 1.0
NYT19981018.0065::18 NYT19981018.0079::22 1.0
NYT19981018.0079::18 NYT19981018.0079::22 1.0
NYT19981018.0089::30 NYT19981018.0091::4 1.0
NYT19981018.0091::0 NYT19981018.0091::4 1.0
NYT19981018.0089::37 NYT19981018.0091::4 1.0
NYT19981018.0089::31 NYT19981018.0091::4 1.0
NYT19981018.0091::39 NYT19981018.0091::4 1.0
NYT19981018.0091::1 NYT19981018.0091::4 1.0
NYT19981018.0091::2 NYT19981018.0091::4 1.0
NYT19981018.0089::30 NYT19981018.0091::1 1.0
NYT19981018.0091::0 NYT19981018.0091::1 1.0
NYT19981018.0089::37 NYT19981018.0091::1 1.0
NYT19981018.0089::31 NYT19981018.0091::1 1.0
NYT19981018.0091::39 NYT19981018.0091::1 1.0
NYT19981018.0091::4 NYT19981018.0091::1 1.0
NYT19981018.0091::2 NYT19981018.0091::1 1.0
NYT19981018.0089::30 NYT19981018.0091::2 1.0
NYT19981018.0091::0 NYT19981018.0091::2 1.0
NYT19981018.0089::37 NYT19981018.0091::2 1.0
NYT19981018.0089::31 NYT19981018.0091::2 1.0
NYT19981018.0091::39 NYT19981018.0091::2 1.0
NYT19981018.0091::4 NYT19981018.0091::2 1.0
NYT19981018.0091::1 NYT19981018.0091::2 1.0
NYT19981018.0084::19 NYT19981018.0065::1 1.0
NYT19981018.0089::3 NYT19981018.0065::1 1.0
NYT19981018.0065::2 NYT19981018.0065::1 1.0
NYT19981009.0282::11 NYT19981018.0065::1 1.0
NYT19981009.0282::12 NYT19981018.0065::1 1.0
NYT19981007.0302::140 NYT19981018.0065::1 1.0
NYT19981007.0302::83 NYT19981018.0065::1 1.0
NYT19981007.0302::84 NYT19981018.0065::1 1.0
NYT19981007.0302::81 NYT19981018.0065::1 1.0
NYT19981007.0302::160 NYT19981018.0065::1 1.0
NYT19981007.0302::1 NYT19981018.0065::1 1.0
NYT19981007.0302::59 NYT19981018.0065::1 1.0
NYT19981007.0302::184 NYT19981018.0065::1 1.0
NYT19981018.0089::36 NYT19981018.0065::1 1.0
NYT19981007.0302::36 NYT19981018.0065::1 1.0
NYT19981018.0089::26 NYT19981018.0065::1 1.0
NYT19981007.0302::31 NYT19981018.0065::1 1.0
NYT19981007.0302::21 NYT19981018.0065::1 1.0
NYT19981018.0065::50 NYT19981018.0065::1 1.0
NYT19981018.0065::52 NYT19981018.0065::1 1.0
NYT19981018.0089::63 NYT19981018.0065::1 1.0
NYT19981018.0089::56 NYT19981018.0065::1 1.0
NYT19981018.0065::17 NYT19981018.0065::1 1.0
NYT19981018.0091::48 NYT19981018.0065::1 1.0
NYT19981012.0400::15 NYT19981018.0065::1 1.0
NYT19981018.0079::50 NYT19981018.0065::1 1.0
NYT19981018.0079::52 NYT19981018.0065::1 1.0
NYT19981018.0079::17 NYT19981018.0065::1 1.0
NYT19981018.0079::2 NYT19981018.0065::1 1.0
NYT19981018.0091::11 NYT19981018.0065::1 1.0
NYT19981018.0084::19 NYT19981009.0282::14 1.0
NYT19981018.0089::3 NYT19981009.0282::14 1.0
NYT19981018.0065::2 NYT19981009.0282::14 1.0
NYT19981009.0282::11 NYT19981009.0282::14 1.0
NYT19981009.0282::12 NYT19981009.0282::14 1.0
NYT19981007.0302::140 NYT19981009.0282::14 1.0
NYT19981007.0302::83 NYT19981009.0282::14 1.0
NYT19981007.0302::84 NYT19981009.0282::14 1.0
NYT19981007.0302::81 NYT19981009.0282::14 1.0
NYT19981007.0302::160 NYT19981009.0282::14 1.0
NYT19981007.0302::1 NYT19981009.0282::14 1.0
NYT19981007.0302::59 NYT19981009.0282::14 1.0
NYT19981007.0302::184 NYT19981009.0282::14 1.0
NYT19981018.0089::36 NYT19981009.0282::14 1.0
NYT19981007.0302::36 NYT19981009.0282::14 1.0
NYT19981018.0089::26 NYT19981009.0282::14 1.0
NYT19981007.0302::31 NYT19981009.0282::14 1.0
NYT19981007.0302::21 NYT19981009.0282::14 1.0
NYT19981018.0065::50 NYT19981009.0282::14 1.0
NYT19981018.0065::52 NYT19981009.0282::14 1.0
NYT19981018.0089::63 NYT19981009.0282::14 1.0
NYT19981018.0089::56 NYT19981009.0282::14 1.0
NYT19981018.0065::17 NYT19981009.0282::14 1.0
NYT19981018.0091::48 NYT19981009.0282::14 1.0
NYT19981012.0400::15 NYT19981009.0282::14 1.0
NYT19981018.0079::50 NYT19981009.0282::14 1.0
NYT19981018.0079::52 NYT19981009.0282::14 1.0
NYT19981018.0079::17 NYT19981009.0282::14 1.0
NYT19981018.0079::2 NYT19981009.0282::14 1.0
NYT19981018.0091::11 NYT19981009.0282::14 1.0
NYT19981018.0084::22 NYT19981007.0302::94 1.0
NYT19981018.0089::5 NYT19981007.0302::94 1.0
NYT19981007.0302::96 NYT19981007.0302::94 1.0
NYT19981007.0302::83 NYT19981007.0302::94 1.0
NYT19981007.0302::84 NYT19981007.0302::94 1.0
NYT19981007.0302::166 NYT19981007.0302::94 1.0
NYT19981007.0302::55 NYT19981007.0302::94 1.0
NYT19981018.0089::33 NYT19981007.0302::94 1.0
NYT19981018.0089::29 NYT19981007.0302::94 1.0
NYT19981018.0089::17 NYT19981007.0302::94 1.0
NYT19981007.0302::22 NYT19981007.0302::94 1.0
NYT19981018.0084::9 NYT19981007.0302::94 1.0
NYT19981018.0065::45 NYT19981007.0302::94 1.0
NYT19981018.0065::43 NYT19981007.0302::94 1.0
NYT19981007.0302::126 NYT19981007.0302::94 1.0
NYT19981007.0302::129 NYT19981007.0302::94 1.0
NYT19981007.0302::114 NYT19981007.0302::94 1.0
NYT19981009.0282::7 NYT19981007.0302::94 1.0
NYT19981018.0091::40 NYT19981007.0302::94 1.0
NYT19981018.0091::20 NYT19981007.0302::94 1.0
NYT19981018.0091::23 NYT19981007.0302::94 1.0
NYT19981018.0079::43 NYT19981007.0302::94 1.0
NYT19981018.0079::45 NYT19981007.0302::94 1.0
NYT19981018.0091::26 NYT19981007.0302::94 1.0
NYT19981018.0091::0 NYT19981007.0302::94 1.0
NYT19981012.0400::0 NYT19981007.0302::97 1.0
NYT19981018.0089::6 NYT19981007.0302::97 1.0
NYT19981018.0065::1 NYT19981007.0302::97 1.0
NYT19981009.0282::13 NYT19981007.0302::97 1.0
NYT19981024.0043::24 NYT19981007.0302::97 1.0
NYT19981007.0302::38 NYT19981007.0302::97 1.0
NYT19981007.0302::32 NYT19981007.0302::97 1.0
NYT19981018.0089::19 NYT19981007.0302::97 1.0
NYT19981007.0302::15 NYT19981007.0302::97 1.0
NYT19981007.0302::19 NYT19981007.0302::97 1.0
NYT19981018.0089::54 NYT19981007.0302::97 1.0
NYT19981018.0089::50 NYT19981007.0302::97 1.0
NYT19981024.0043::3 NYT19981007.0302::97 1.0
NYT19981007.0302::115 NYT19981007.0302::97 1.0
NYT19981018.0079::1 NYT19981007.0302::97 1.0
NYT19981018.0084::19 NYT19981007.0302::98 1.0
NYT19981018.0089::3 NYT19981007.0302::98 1.0
NYT19981018.0065::2 NYT19981007.0302::98 1.0
NYT19981009.0282::11 NYT19981007.0302::98 1.0
NYT19981009.0282::12 NYT19981007.0302::98 1.0
NYT19981007.0302::140 NYT19981007.0302::98 1.0
NYT19981007.0302::83 NYT19981007.0302::98 1.0
NYT19981007.0302::84 NYT19981007.0302::98 1.0
NYT19981007.0302::81 NYT19981007.0302::98 1.0
NYT19981007.0302::160 NYT19981007.0302::98 1.0
NYT19981007.0302::1 NYT19981007.0302::98 1.0
NYT19981007.0302::59 NYT19981007.0302::98 1.0
NYT19981007.0302::184 NYT19981007.0302::98 1.0
NYT19981018.0089::36 NYT19981007.0302::98 1.0
NYT19981007.0302::36 NYT19981007.0302::98 1.0
NYT19981018.0089::26 NYT19981007.0302::98 1.0
NYT19981007.0302::31 NYT19981007.0302::98 1.0
NYT19981007.0302::21 NYT19981007.0302::98 1.0
NYT19981018.0065::50 NYT19981007.0302::98 1.0
NYT19981018.0065::52 NYT19981007.0302::98 1.0
NYT19981018.0089::63 NYT19981007.0302::98 1.0
NYT19981018.0089::56 NYT19981007.0302::98 1.0
NYT19981018.0065::17 NYT19981007.0302::98 1.0
NYT19981018.0091::48 NYT19981007.0302::98 1.0
NYT19981012.0400::15 NYT19981007.0302::98 1.0
NYT19981018.0079::50 NYT19981007.0302::98 1.0
NYT19981018.0079::52 NYT19981007.0302::98 1.0
NYT19981018.0079::17 NYT19981007.0302::98 1.0
NYT19981018.0079::2 NYT19981007.0302::98 1.0
NYT19981018.0091::11 NYT19981007.0302::98 1.0
NYT19981018.0084::22 NYT19981007.0302::79 1.0
NYT19981018.0089::5 NYT19981007.0302::79 1.0
NYT19981007.0302::96 NYT19981007.0302::79 1.0
NYT19981007.0302::83 NYT19981007.0302::79 1.0
NYT19981007.0302::84 NYT19981007.0302::79 1.0
NYT19981007.0302::166 NYT19981007.0302::79 1.0
NYT19981007.0302::55 NYT19981007.0302::79 1.0
NYT19981018.0089::33 NYT19981007.0302::79 1.0
NYT19981018.0089::29 NYT19981007.0302::79 1.0
NYT19981018.0089::17 NYT19981007.0302::79 1.0
NYT19981007.0302::22 NYT19981007.0302::79 1.0
NYT19981018.0084::9 NYT19981007.0302::79 1.0
NYT19981018.0065::45 NYT19981007.0302::79 1.0
NYT19981018.0065::43 NYT19981007.0302::79 1.0
NYT19981007.0302::126 NYT19981007.0302::79 1.0
NYT19981007.0302::129 NYT19981007.0302::79 1.0
NYT19981007.0302::114 NYT19981007.0302::79 1.0
NYT19981009.0282::7 NYT19981007.0302::79 1.0
NYT19981018.0091::40 NYT19981007.0302::79 1.0
NYT19981018.0091::20 NYT19981007.0302::79 1.0
NYT19981018.0091::23 NYT19981007.0302::79 1.0
NYT19981018.0079::43 NYT19981007.0302::79 1.0
NYT19981018.0079::45 NYT19981007.0302::79 1.0
NYT19981018.0091::26 NYT19981007.0302::79 1.0
NYT19981018.0091::0 NYT19981007.0302::79 1.0
NYT19981012.0400::0 NYT19981007.0302::55 1.0
NYT19981018.0089::6 NYT19981007.0302::55 1.0
NYT19981018.0065::1 NYT19981007.0302::55 1.0
NYT19981009.0282::13 NYT19981007.0302::55 1.0
NYT19981024.0043::24 NYT19981007.0302::55 1.0
NYT19981007.0302::38 NYT19981007.0302::55 1.0
NYT19981007.0302::32 NYT19981007.0302::55 1.0
NYT19981018.0089::19 NYT19981007.0302::55 1.0
NYT19981007.0302::15 NYT19981007.0302::55 1.0
NYT19981007.0302::19 NYT19981007.0302::55 1.0
NYT19981018.0089::54 NYT19981007.0302::55 1.0
NYT19981018.0089::50 NYT19981007.0302::55 1.0
NYT19981024.0043::3 NYT19981007.0302::55 1.0
NYT19981007.0302::115 NYT19981007.0302::55 1.0
NYT19981018.0079::1 NYT19981007.0302::55 1.0
NYT19981018.0084::22 NYT19981007.0302::56 1.0
NYT19981018.0089::5 NYT19981007.0302::56 1.0
NYT19981007.0302::96 NYT19981007.0302::56 1.0
NYT19981007.0302::83 NYT19981007.0302::56 1.0
NYT19981007.0302::84 NYT19981007.0302::56 1.0
NYT19981007.0302::166 NYT19981007.0302::56 1.0
NYT19981007.0302::55 NYT19981007.0302::56 1.0
NYT19981018.0089::33 NYT19981007.0302::56 1.0
NYT19981018.0089::29 NYT19981007.0302::56 1.0
NYT19981018.0089::17 NYT19981007.0302::56 1.0
NYT19981007.0302::22 NYT19981007.0302::56 1.0
NYT19981018.0084::9 NYT19981007.0302::56 1.0
NYT19981018.0065::45 NYT19981007.0302::56 1.0
NYT19981018.0065::43 NYT19981007.0302::56 1.0
NYT19981007.0302::126 NYT19981007.0302::56 1.0
NYT19981007.0302::129 NYT19981007.0302::56 1.0
NYT19981007.0302::114 NYT19981007.0302::56 1.0
NYT19981009.0282::7 NYT19981007.0302::56 1.0
NYT19981018.0091::40 NYT19981007.0302::56 1.0
NYT19981018.0091::20 NYT19981007.0302::56 1.0
NYT19981018.0091::23 NYT19981007.0302::56 1.0
NYT19981018.0079::43 NYT19981007.0302::56 1.0
NYT19981018.0079::45 NYT19981007.0302::56 1.0
NYT19981018.0091::26 NYT19981007.0302::56 1.0
NYT19981018.0091::0 NYT19981007.0302::56 1.0
NYT19981018.0084::22 NYT19981007.0302::40 1.0
NYT19981018.0089::5 NYT19981007.0302::40 1.0
NYT19981007.0302::96 NYT19981007.0302::40 1.0
NYT19981007.0302::83 NYT19981007.0302::40 1.0
NYT19981007.0302::84 NYT19981007.0302::40 1.0
NYT19981007.0302::166 NYT19981007.0302::40 1.0
NYT19981007.0302::55 NYT19981007.0302::40 1.0
NYT19981018.0089::33 NYT19981007.0302::40 1.0
NYT19981018.0089::29 NYT19981007.0302::40 1.0
NYT19981018.0089::17 NYT19981007.0302::40 1.0
NYT19981007.0302::22 NYT19981007.0302::40 1.0
NYT19981018.0084::9 NYT19981007.0302::40 1.0
NYT19981018.0065::45 NYT19981007.0302::40 1.0
NYT19981018.0065::43 NYT19981007.0302::40 1.0
